,w,tc,stc,2010_7,2010,2013_7,2013,2016_7,2016,2010,2011,2012,2013,2014,2015,2006,2007,2008
1594,soil_termiticid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,termit,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,landslid_dam,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,taiwan,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,histor_seismic,13,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1599,island_of_ischia,13,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1600,attitud,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,knowledg,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,rangeland,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,social_accept,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,wildland_fuel,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,cascadia,20,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1606,pacif_northwest,20,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1607,port,20,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1608,earth_fractur,14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1609,intrins_vulner_map,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,specif_vulner_map,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,forest_plan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,venic,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,subsid,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,global_warm,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,nonlinear_simul,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1616,geohazard,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1617,ann,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1618,hazard_geograph_environ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,research_guid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,bibliographi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,webographi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,chronic_renal_failur,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,geograph_variat,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,iga_nephropathi,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,lead_tim_bias,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,natur_histori,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,progress,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,landslid_rainfal,85,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0
1629,rainfall_induc_landslid,75,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1630,lagrangian_finit_element,75,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1631,voellmi_rheolog,75,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1632,runout_behaviour,75,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1633,potenti_hazard,75,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1634,integr_approach,31,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1635,mate_system,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,nucifragia_columbiana,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,pinus_albicauli,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,popul_structur,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,soil_eros_model,114,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1640,soil_conserv_polici,114,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1641,assess,114,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1642,irnplemcnt,114,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1643,scale_gis,114,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1644,integr_environment_assess,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,anthropogen_impact_on_coastland,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,relat_sea_level_rise,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,land_us_chang,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,geolog,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,logist_multipl_regress_model,9,0,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0
1650,hazard_mitig,9,0,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0
1651,runout,380,0,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0
1652,logist_multipl_regress,380,0,0,18,0,18,0,18,0,0,0,0,0,0,0,0,0
1653,decis_util,52,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1654,multipl_correspond_analysi,64,0,0,21,0,21,0,21,0,0,0,0,0,0,0,0,0
1655,terrain_analysi,64,0,0,21,0,21,0,21,0,0,0,0,0,0,0,0,0
1656,suitabl_assess,174,0,0,21,0,21,0,21,0,0,0,0,0,0,0,0,0
1657,neotecton_map,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,activ_fault,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,structur_geolog,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,earth_scienc_data_base,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,onshor_taiwan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,offshor_taiwan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,european_starl,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,wildlif_manag,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,natur_catastroph,52,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1666,digit_cartographi,120,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0
1667,hailpad_network,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,gis_gridmap,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,geomagnet_pulsat,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,healthi_human,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,heart_rate_variabl,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,light_depend,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,magnetorecept,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,magnetoreceptor,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,subarct_area,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,geograph_inform_system_gis_landslid,212,0,0,21,0,21,0,21,0,0,0,0,0,0,0,0,0
1677,logist_regress_model,212,0,0,21,0,21,0,21,0,0,0,0,0,0,0,0,0
1678,risk_decision_mak,68,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1679,multicriteria_evalu,68,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1680,cis,68,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1681,prescrib_burn,68,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1682,pesticid,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,surfac_water,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,nation_scale,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,non_point_sourc,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,volcan_risk_assess,68,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0
1687,vesuvius,68,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0
1688,etna,68,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0
1689,yorkshir,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,privat,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,water_manag,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,regul_theori,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,discours_analysi,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,multipl_patern,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,predat_risk,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,guppi,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,poecilia_reticulata,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,gis_technolog,142,0,0,13,0,13,0,13,0,0,0,0,0,0,0,0,0
1699,safeti_manag,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1700,major_hazard_earli_alarm,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1701,predict_system,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1702,automat_monitor,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1703,artifici_intellig_ai,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1704,gis_manag,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,seismogen_structur,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,fluid_geochemistri,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,gargano_promontori_southern_itali,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,hiv_diseas_progress,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,seroconvert,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,drug_user,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,europ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,ecohydrolog,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,watersh_manag,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,landslid_frequenc,91,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1715,humid_tropic,91,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1716,puerto_rico,91,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0
1717,public_percept,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,cost_and_benefit,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,harm,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,signific,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,intern_cooper,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,avalanch_map_and_protect,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,changjiang_delta,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,coastal_geomorpholog,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,manag,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,sea_level,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,yangtz,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,internet,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,coursework,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,homeless,42,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1731,social_geographi,42,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1732,tokyo,42,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1733,field_test,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,terrestri_microcosm,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,durabl,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,pinus_sylvestri,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,larix_spp_.,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,eucalyptus_camaldulensi,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,world_wide_web,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,peril,13,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1741,risk_vulner,13,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1742,death,13,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1743,hailstorm,13,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1744,sydney,13,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1745,rabaul,13,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1746,newcastl,13,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1747,water_cycl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,cryospher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,swiss_alp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,global,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,environment_variabl,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,appl_orchard,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,global_loc_relat,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,water_control,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,floodplain,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,fisheri,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,chandpur,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,idiopath_membran_glomerulopathi,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,metaanalysi,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,corticosteroid,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,cyclophosphamid,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,aid,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1763,age,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1764,hiv_seroconvers,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1765,opportunist_infect,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1766,kaposi_sarcoma,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1767,neoplasm,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1768,diseas_progress,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1769,homosexu_men,17,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
1770,acquir_immunodefici_syndrom,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,antigen,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,cd4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,hiv_1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,immunosuppress,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,pragmat,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,"white_,_gilbert",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,"dewey_,_john",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,west_indi,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1779,earthquak_hazard,19,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1780,real_tim,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1781,microcomput,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1782,earth_resourc_satellit,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1783,communic_satellit,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
